,PM_US Post
8620,22.0
8621,27.0
8622,25.0
8623,27.0
8624,30.0
8625,32.0
8626,29.0
8627,30.0
8628,48.0
8629,51.0
8630,55.0
8631,43.0
8632,34.0
8633,55.0
8634,60.0
8635,76.0
8636,75.0
8637,58.0
8638,60.0
8639,81.0
8640,92.0
8641,130.0
8642,161.0
8643,151.0
8644,125.0
8645,108.0
8646,121.0
8647,124.0
8648,106.0
8649,130.0
8650,137.0
8651,119.0
8652,62.0
8653,47.0
8654,38.0
8655,31.0
8656,28.0
8657,21.0
8658,16.0
8659,20.0
8660,29.0
8661,15.0
8662,21.0
8663,16.0
8664,17.0
8665,18.0
8666,16.0
8667,16.0
8668,15.0
8669,16.0
8670,19.0
8671,14.0
8672,15.0
8673,18.0
8674,21.0
8675,19.0
8676,19.0
8677,17.0
8678,21.0
8679,14.0
8680,20.0
8681,34.0
8682,31.0
8683,39.0
8684,88.0
8685,106.0
8686,67.0
8687,73.0
8688,65.0
8689,35.0
8690,31.0
8691,34.0
8692,34.0
8693,40.0
8694,42.0
8695,49.0
8696,67.0
8697,59.0
8698,56.0
8699,69.0
8700,40.0
8701,30.0
8702,21.0
8703,20.0
8704,15.0
8705,13.0
8706,18.0
8707,22.0
8708,14.0
8709,14.0
8710,18.0
8711,17.0
8712,17.0
8713,17.0
8714,14.0
8715,14.0
8716,14.0
8717,15.0
8718,12.0
8719,10.0
8720,18.0
8721,15.0
8722,18.0
8723,13.0
8724,23.0
8725,27.0
8726,28.0
8727,19.0
8728,15.0
8729,17.0
8730,19.0
8731,23.0
8732,21.0
8733,16.0
8734,20.0
8735,20.0
8736,21.0
8737,20.0
8738,16.0
8739,16.0
8740,13.0
8741,14.0
8742,16.0
8743,18.0
8744,15.0
8745,19.0
8746,14.0
8747,18.0
8748,21.0
8749,21.0
8750,19.0
8751,18.0
8752,20.0
8753,28.0
8754,27.0
8755,17.0
8756,19.0
8757,16.0
8758,22.0
8759,22.0
8760,22.0
8761,22.0
8762,22.0
8763,22.0
8764,22.0
8765,22.0
8766,22.0
8767,22.0
8768,22.0
8769,22.0
8770,22.0
8771,22.0
8772,22.0
8773,22.0
8774,22.0
8775,22.0
8776,22.0
8777,22.0
8778,22.0
8779,22.0
8780,22.0
8781,22.0
8782,22.0
8783,36.0
8784,31.0
8785,20.0
8786,19.0
8787,18.0
8788,17.0
8789,14.0
8790,14.0
8791,22.0
8792,22.0
8793,25.0
8794,24.0
8795,31.0
8796,37.0
8797,35.0
8798,32.0
8799,37.0
8800,40.0
8801,52.0
8802,63.0
8803,72.0
8804,76.0
8805,76.0
8806,67.0
8807,65.0
8808,78.0
8809,85.0
8810,143.0
8811,181.0
8812,188.0
8813,167.0
8814,173.0
8815,155.0
8816,124.0
8817,105.0
8818,87.0
8819,93.0
8820,134.0
8821,164.0
8822,180.0
8823,184.0
8824,175.0
8825,188.0
8826,255.0
8827,286.0
8828,225.0
8829,234.0
8830,226.0
8831,233.0
8832,275.0
8833,153.0
8834,121.0
8835,77.0
8836,64.0
8837,67.0
8838,67.0
8839,59.0
8840,74.0
8841,89.0
8842,96.0
8843,96.0
8844,85.0
8845,84.0
8846,90.0
8847,61.0
8848,65.0
8849,73.0
8850,68.0
8851,58.0
8852,53.0
8853,46.0
8854,38.0
8855,28.0
8856,31.0
8857,24.0
8858,21.0
8859,27.0
8860,23.0
8861,24.0
8862,21.0
8863,19.0
8864,21.0
8865,19.0
8866,21.0
8867,18.0
8868,19.0
8869,16.0
8870,18.0
8871,18.0
8872,16.0
8873,10.0
8874,16.0
8875,17.0
8876,17.0
8877,30.0
8878,12.0
8879,13.0
8880,17.0
8881,10.0
8882,12.0
8883,13.0
8884,13.0
8885,9.0
8886,6.0
8887,9.0
8888,14.0
8889,14.0
8890,13.0
8891,18.0
8892,15.0
8893,18.0
8894,13.0
8895,13.0
8896,20.0
8897,21.0
8898,22.0
8899,27.0
8900,21.0
8901,28.0
8902,22.0
8903,18.0
8904,17.0
8905,16.0
8906,27.0
8907,17.0
8908,13.0
8909,23.0
8910,27.0
8911,44.0
8912,24.0
8913,32.0
8914,40.0
8915,43.0
8916,51.0
8917,48.0
8918,56.0
8919,56.0
8920,54.0
8921,69.0
8922,79.0
8923,79.0
8924,92.0
8925,86.0
8926,109.0
8927,120.0
8928,126.0
8929,156.0
8930,156.0
8931,173.0
8932,181.0
8933,118.0
8934,79.0
8935,25.0
8936,19.0
8937,16.0
8938,21.0
8939,20.0
8940,23.0
8941,26.0
8942,17.0
8943,17.0
8944,17.0
8945,17.0
8946,17.0
8947,17.0
8948,17.0
8949,17.0
8950,17.0
8951,17.0
8952,17.0
8953,17.0
8954,17.0
8955,17.0
8956,17.0
8957,17.0
8958,17.0
8959,17.0
8960,17.0
8961,17.0
8962,17.0
8963,17.0
8964,17.0
8965,17.0
8966,17.0
8967,17.0
8968,17.0
8969,17.0
8970,17.0
8971,17.0
8972,17.0
8973,17.0
8974,17.0
8975,17.0
8976,17.0
8977,17.0
8978,17.0
8979,17.0
8980,17.0
8981,17.0
8982,17.0
8983,17.0
8984,17.0
8985,17.0
8986,17.0
8987,17.0
8988,17.0
8989,17.0
8990,17.0
8991,43.0
8992,50.0
8993,70.0
8994,69.0
8995,88.0
8996,106.0
8997,115.0
8998,100.0
8999,105.0
9000,76.0
9001,33.0
9002,29.0
9003,26.0
9004,19.0
9005,18.0
9006,13.0
9007,14.0
9008,15.0
9009,18.0
9010,21.0
9011,21.0
9012,16.0
9013,8.0
9014,18.0
9015,12.0
9016,13.0
9017,19.0
9018,21.0
9019,20.0
9020,22.0
9021,37.0
9022,54.0
9023,45.0
9024,24.0
9025,35.0
9026,30.0
9027,34.0
9028,37.0
9029,49.0
9030,62.0
9031,59.0
9032,74.0
9033,61.0
9034,86.0
9035,71.0
9036,56.0
9037,79.0
9038,81.0
9039,89.0
9040,45.0
9041,55.0
9042,49.0
9043,66.0
9044,96.0
9045,100.0
9046,124.0
9047,144.0
9048,252.0
9049,244.0
9050,204.0
9051,166.0
9052,138.0
9053,149.0
9054,139.0
9055,168.0
9056,165.0
9057,123.0
9058,125.0
9059,111.0
9060,79.0
9061,51.0
9062,69.0
9063,75.0
9064,60.0
9065,62.0
9066,74.0
9067,95.0
9068,120.0
9069,125.0
9070,95.0
9071,27.0
9072,25.0
9073,25.0
9074,18.0
9075,12.0
9076,17.0
9077,14.0
9078,15.0
9079,16.0
9080,19.0
9081,20.0
9082,21.0
9083,20.0
9084,14.0
9085,18.0
9086,20.0
9087,13.0
9088,16.0
9089,21.0
9090,20.0
9091,13.0
9092,13.0
9093,13.0
9094,12.0
9095,11.0
9096,12.0
9097,15.0
9098,12.0
9099,12.0
9100,9.0
9101,10.0
9102,11.0
9103,11.0
9104,18.0
9105,22.0
9106,10.0
9107,12.0
9108,17.0
9109,17.0
9110,17.0
9111,14.0
9112,15.0
9113,15.0
9114,21.0
9115,27.0
9116,17.0
9117,29.0
9118,33.0
9119,29.0
9120,24.0
9121,16.0
9122,14.0
9123,13.0
9124,13.0
9125,13.0
9126,19.0
9127,11.0
9128,17.0
9129,26.0
9130,25.0
9131,31.0
9132,37.0
9133,30.0
9134,40.0
9135,39.0
9136,56.0
9137,60.0
9138,72.0
9139,61.0
9140,70.0
9141,73.0
9142,77.0
9143,107.0
9144,130.0
9145,128.0
9146,50.0
9147,41.0
9148,40.0
9149,34.0
9150,37.0
9151,30.0
9152,36.0
9153,27.0
9154,26.0
9155,18.0
9156,20.0
9157,23.0
9158,14.0
9159,18.0
9160,17.0
9161,20.0
9162,17.0
9163,26.0
9164,24.0
9165,16.0
9166,10.0
9167,12.0
9168,12.0
9169,12.0
9170,13.0
9171,13.0
9172,16.0
9173,18.0
9174,17.0
9175,24.0
9176,31.0
9177,31.0
9178,30.0
9179,31.0
9180,23.0
9181,18.0
9182,19.0
9183,19.0
9184,18.0
9185,17.0
9186,21.0
9187,28.0
9188,25.0
9189,21.0
9190,16.0
9191,22.0
9192,24.0
9193,20.0
9194,26.0
9195,21.0
9196,17.0
9197,23.0
9198,23.0
9199,14.0
9200,21.0
9201,26.0
9202,25.0
9203,21.0
9204,21.0
9205,24.0
9206,13.0
9207,13.0
9208,12.0
9209,16.0
9210,18.0
9211,24.0
9212,16.0
9213,34.0
9214,24.0
9215,17.0
9216,15.0
9217,20.0
9218,13.0
9219,17.0
9220,17.0
9221,20.0
9222,20.0
9223,15.0
9224,26.0
9225,25.0
9226,27.0
9227,44.0
9228,29.0
9229,19.0
9230,25.0
9231,47.0
9232,58.0
9233,59.0
9234,70.0
9235,74.0
9236,82.0
9237,91.0
9238,100.0
9239,124.0
9240,120.0
9241,45.0
9242,36.0
9243,34.0
9244,39.0
9245,27.0
9246,20.0
9247,31.0
9248,32.0
9249,36.0
9250,42.0
9251,29.0
9252,24.0
9253,30.0
9254,35.0
9255,37.0
9256,67.0
9257,102.0
9258,155.0
9259,144.0
9260,154.0
9261,170.0
9262,187.0
9263,191.0
9264,130.0
9265,74.0
9266,51.0
9267,43.0
9268,44.0
9269,61.0
9270,67.0
9271,88.0
9272,91.0
9273,54.0
9274,49.0
9275,50.0
9276,48.0
9277,44.0
9278,46.0
9279,48.0
9280,45.0
9281,36.0
9282,23.0
9283,29.0
9284,11.0
9285,12.0
9286,16.0
9287,11.0
9288,12.0
9289,13.0
9290,12.0
9291,12.0
9292,11.0
9293,10.0
9294,10.0
9295,12.0
9296,14.0
9297,15.0
9298,14.0
9299,13.0
9300,21.0
9301,19.0
9302,18.0
9303,16.0
9304,20.0
9305,16.0
9306,21.0
9307,16.0
9308,11.0
9309,16.0
9310,15.0
9311,9.0
9312,11.0
9313,11.0
9314,19.0
9315,21.0
9316,23.0
9317,27.0
9318,27.0
9319,43.0
9320,33.0
9321,27.0
9322,27.0
9323,36.0
9324,49.0
9325,71.0
9326,79.0
9327,63.0
9328,47.0
9329,52.0
9330,58.0
9331,70.0
9332,78.0
9333,87.0
9334,95.0
9335,109.0
9336,95.0
9337,90.0
9338,69.0
9339,66.0
9340,47.0
9341,40.0
9342,16.0
9343,11.0
9344,12.0
9345,13.0
9346,13.0
9347,23.0
9348,21.0
9349,17.0
9350,13.0
9351,17.0
9352,17.0
9353,11.0
9354,12.0
9355,25.0
9356,23.0
9357,32.0
9358,31.0
9359,34.0
9360,37.0
9361,29.0
9362,35.0
9363,21.0
9364,21.0
9365,26.0
9366,41.0
9367,82.0
9368,58.0
9369,56.0
9370,61.0
9371,54.0
9372,46.0
9373,55.0
9374,71.0
9375,83.0
9376,85.0
9377,93.0
9378,103.0
9379,132.0
9380,144.0
9381,137.0
9382,117.0
9383,128.0
9384,161.0
9385,89.0
9386,40.0
9387,24.0
9388,20.0
9389,16.0
9390,19.0
9391,18.0
9392,19.0
9393,23.0
9394,8.0
9395,11.0
9396,17.0
9397,13.0
9398,14.0
9399,13.0
9400,12.0
9401,12.0
9402,11.0
9403,26.0
9404,19.0
9405,20.0
9406,32.0
9407,32.0
9408,18.0
9409,13.0
9410,23.0
9411,23.0
9412,20.0
9413,23.0
9414,31.0
9415,27.0
9416,19.0
9417,21.0
9418,21.0
9419,18.0
9420,16.0
9421,14.0
9422,14.0
9423,12.0
9424,12.0
9425,13.0
9426,12.0
9427,16.0
9428,14.0
9429,10.0
9430,15.0
9431,3.0
9432,6.0
9433,10.0
9434,7.0
9435,4.0
9436,2.0
9437,7.0
9438,11.0
9439,8.0
9440,9.0
9441,16.0
9442,27.0
9443,19.0
9444,11.0
9445,42.0
9446,15.0
9447,13.0
9448,11.0
9449,9.0
9450,12.0
9451,16.0
9452,9.0
9453,10.0
9454,9.0
9455,21.0
9456,22.0
9457,10.0
9458,19.0
9459,7.0
9460,8.0
9461,8.0
9462,9.0
9463,17.0
9464,19.0
9465,21.0
9466,24.0
9467,16.0
9468,14.0
9469,16.0
9470,16.0
9471,11.0
9472,13.0
9473,16.0
9474,37.0
9475,46.0
9476,45.0
9477,49.0
9478,45.0
9479,21.0
9480,15.0
9481,12.0
9482,12.0
9483,15.0
9484,13.0
9485,10.0
9486,25.0
9487,43.0
9488,23.0
9489,27.0
9490,19.0
9491,23.0
9492,23.0
9493,17.0
9494,21.0
9495,18.0
9496,28.0
9497,24.0
9498,46.0
9499,61.0
9500,69.0
9501,68.0
9502,55.0
9503,33.0
9504,43.0
9505,28.0
9506,34.0
9507,29.0
9508,37.0
9509,34.0
9510,27.0
9511,44.0
9512,37.0
9513,46.0
9514,43.0
9515,29.0
9516,20.0
9517,27.0
9518,23.0
9519,28.0
9520,22.0
9521,29.0
9522,30.0
9523,42.0
9524,49.0
9525,49.0
9526,59.0
9527,84.0
9528,73.0
9529,70.0
9530,95.0
9531,71.0
9532,47.0
9533,42.0
9534,56.0
9535,48.0
9536,42.0
9537,45.0
9538,60.0
9539,65.0
9540,55.0
9541,38.0
9542,33.0
9543,34.0
9544,19.0
9545,18.0
9546,29.0
9547,44.0
9548,89.0
9549,61.0
9550,61.0
9551,75.0
9552,348.0
9553,79.0
9554,40.0
9555,25.0
9556,29.0
9557,23.0
9558,24.0
9559,39.0
9560,46.0
9561,47.0
9562,30.0
9563,36.0
9564,28.0
9565,44.0
9566,47.0
9567,78.0
9568,100.0
9569,146.0
9570,143.0
9571,167.0
9572,250.0
9573,288.0
9574,289.0
9575,299.0
9576,378.0
9577,270.0
9578,263.0
9579,234.0
9580,171.0
9581,100.0
9582,83.0
9583,77.0
9584,86.0
9585,102.0
9586,77.0
9587,40.0
9588,37.0
9589,33.0
9590,32.0
9591,32.0
9592,21.0
9593,196.0
9594,161.0
9595,143.0
9596,149.0
9597,99.0
9598,64.0
9599,43.0
9600,53.0
9601,46.0
9602,55.0
9603,63.0
9604,74.0
9605,82.0
9606,87.0
9607,90.0
9608,92.0
9609,97.0
9610,100.0
9611,105.0
9612,109.0
9613,130.0
9614,145.0
9615,147.0
9616,165.0
9617,178.0
9618,169.0
9619,155.0
9620,158.0
9621,174.0
9622,201.0
9623,220.0
9624,186.0
9625,144.0
9626,89.0
9627,17.0
9628,19.0
9629,22.0
9630,34.0
9631,31.0
9632,54.0
9633,34.0
9634,29.0
9635,25.0
9636,27.0
9637,21.0
9638,25.0
9639,29.0
9640,21.0
9641,22.0
9642,20.0
9643,35.0
9644,41.0
9645,69.0
9646,83.0
9647,93.0
9648,106.0
9649,110.0
9650,110.0
9651,122.0
9652,130.0
9653,126.0
9654,117.0
9655,118.0
9656,110.0
9657,113.0
9658,131.0
9659,151.0
9660,129.0
9661,117.0
9662,138.0
9663,146.0
9664,108.0
9665,77.0
9666,101.0
9667,200.0
9668,288.0
9669,295.0
9670,263.0
9671,208.0
9672,176.0
9673,121.0
9674,133.0
9675,128.0
9676,162.0
9677,168.0
9678,148.0
9679,119.0
9680,118.0
9681,109.0
9682,80.0
9683,52.0
9684,43.0
9685,37.0
9686,26.0
9687,27.0
9688,27.0
9689,17.0
9690,37.0
9691,47.0
9692,100.0
9693,148.0
9694,132.0
9695,84.0
9696,78.0
9697,132.0
9698,163.0
9699,171.0
9700,176.0
9701,199.0
9702,209.0
9703,208.0
9704,211.0
9705,199.0
9706,212.0
9707,225.0
9708,151.0
9709,96.0
9710,68.0
9711,68.0
9712,79.0
9713,80.0
9714,82.0
9715,43.0
9716,38.0
9717,38.0
9718,35.0
9719,31.0
9720,30.0
9721,28.0
9722,30.0
9723,44.0
9724,55.0
9725,34.0
9726,41.0
9727,52.0
9728,66.0
9729,70.0
9730,74.0
9731,81.0
9732,68.0
9733,62.0
9734,76.0
9735,78.0
9736,79.0
9737,83.0
9738,90.0
9739,95.0
9740,98.0
9741,98.0
9742,97.0
9743,107.0
9744,100.0
9745,105.0
9746,103.0
9747,96.0
9748,104.0
9749,102.0
9750,111.0
9751,82.0
9752,239.0
9753,132.0
9754,66.0
9755,41.0
9756,13.0
9757,10.0
9758,8.0
9759,12.0
9760,12.0
9761,7.0
9762,7.0
9763,10.0
9764,8.0
9765,9.0
9766,9.0
9767,7.0
9768,12.0
9769,11.0
9770,17.0
9771,12.0
9772,10.0
9773,10.0
9774,12.0
9775,16.0
9776,21.0
9777,21.0
9778,22.0
9779,23.0
9780,27.0
9781,34.0
9782,49.0
9783,41.0
9784,48.0
9785,43.0
9786,41.0
9787,39.0
9788,41.0
9789,47.0
9790,58.0
9791,50.0
9792,52.0
9793,59.0
9794,58.0
9795,65.0
9796,68.0
9797,61.0
9798,69.0
9799,72.0
9800,69.0
9801,82.0
9802,85.0
9803,87.0
9804,79.0
9805,86.0
9806,86.0
9807,82.0
9808,92.0
9809,104.0
9810,108.0
9811,113.0
9812,115.0
9813,12.0
9814,13.0
9815,11.0
9816,6.0
9817,8.0
9818,8.0
9819,7.0
9820,10.0
9821,11.0
9822,22.0
9823,33.0
9824,29.0
9825,37.0
9826,30.0
9827,26.0
9828,22.0
9829,28.0
9830,46.0
9831,53.0
9832,56.0
9833,39.0
9834,40.0
9835,46.0
9836,61.0
9837,77.0
9838,89.0
9839,102.0
9840,125.0
9841,154.0
9842,153.0
9843,122.0
9844,113.0
9845,138.0
9846,125.0
9847,117.0
9848,152.0
9849,181.0
9850,214.0
9851,233.0
9852,252.0
9853,274.0
9854,248.0
9855,216.0
9856,209.0
9857,213.0
9858,254.0
9859,301.0
9860,298.0
9861,331.0
9862,328.0
9863,335.0
9864,312.0
9865,299.0
9866,294.0
9867,277.0
9868,281.0
9869,267.0
9870,269.0
9871,258.0
9872,263.0
9873,285.0
9874,282.0
9875,281.0
9876,292.0
9877,289.0
9878,272.0
9879,234.0
9880,214.0
9881,192.0
9882,211.0
9883,240.0
9884,249.0
9885,278.0
9886,279.0
9887,294.0
9888,327.0
9889,328.0
9890,316.0
9891,315.0
9892,273.0
9893,254.0
9894,226.0
9895,237.0
9896,224.0
9897,234.0
9898,195.0
9899,104.0
9900,75.0
9901,53.0
9902,50.0
9903,49.0
9904,42.0
9905,53.0
9906,80.0
9907,188.0
9908,288.0
9909,404.0
9910,422.0
9911,411.0
9912,345.0
9913,353.0
9914,399.0
9915,384.0
9916,282.0
9917,88.0
9918,41.0
9919,51.0
9920,46.0
9921,48.0
9922,51.0
9923,50.0
9924,50.0
9925,101.0
9926,127.0
9927,140.0
9928,206.0
9929,226.0
9930,203.0
9931,240.0
9932,258.0
9933,262.0
9934,260.0
9935,264.0
9936,274.0
9937,253.0
9938,283.0
9939,259.0
9940,140.0
9941,120.0
9942,154.0
9943,166.0
9944,144.0
9945,138.0
9946,131.0
9947,113.0
9948,92.0
9949,127.0
9950,127.0
9951,131.0
9952,153.0
9953,174.0
9954,221.0
9955,264.0
9956,273.0
9957,273.0
9958,268.0
9959,288.0
9960,297.0
9961,300.0
9962,355.0
9963,342.0
9964,202.0
9965,130.0
9966,108.0
9967,113.0
9968,126.0
9969,156.0
9970,282.0
9971,379.0
9972,437.0
9973,477.0
9974,510.0
9975,526.0
9976,492.0
9977,472.0
9978,474.0
9979,482.0
9980,482.0
9981,477.0
9982,480.0
9983,527.0
9984,486.0
9985,493.0
9986,515.0
9987,595.0
9988,563.0
9989,563.0
9990,528.0
9991,515.0
9992,495.0
9993,486.0
9994,508.0
9995,464.0
9996,430.0
9997,452.0
9998,489.0
9999,477.0
10000,425.0
10001,407.0
10002,498.0
10003,492.0
10004,492.0
10005,476.0
10006,478.0
10007,499.0
10008,489.0
10009,494.0
10010,481.0
10011,445.0
10012,431.0
10013,423.0
10014,457.0
10015,434.0
10016,391.0
10017,347.0
10018,292.0
10019,343.0
10020,322.0
10021,360.0
10022,376.0
10023,369.0
10024,354.0
10025,335.0
10026,394.0
10027,397.0
10028,395.0
10029,401.0
10030,406.0
10031,399.0
10032,373.0
10033,396.0
10034,461.0
10035,455.0
10036,415.0
10037,406.0
10038,421.0
10039,420.0
10040,393.0
10041,389.0
10042,401.0
10043,403.0
10044,406.0
10045,469.0
10046,409.0
10047,397.0
10048,387.0
10049,396.0
10050,436.0
10051,470.0
10052,451.0
10053,436.0
10054,411.0
10055,418.0
10056,424.0
10057,413.0
10058,404.0
10059,397.0
10060,285.0
10061,215.0
10062,136.0
10063,119.0
10064,38.0
10065,16.0
10066,13.0
10067,17.0
10068,23.0
10069,29.0
10070,34.0
10071,28.0
10072,24.0
10073,21.0
10074,41.0
10075,52.0
10076,142.0
10077,99.0
10078,55.0
10079,55.0
10080,53.0
10081,67.0
10082,72.0
10083,77.0
10084,75.0
10085,80.0
10086,106.0
10087,95.0
10088,100.0
10089,98.0
10090,79.0
10091,74.0
10092,71.0
10093,75.0
10094,73.0
10095,53.0
10096,47.0
10097,44.0
10098,61.0
10099,78.0
10100,55.0
10101,62.0
10102,52.0
10103,42.0
10104,42.0
10105,39.0
10106,35.0
10107,36.0
10108,30.0
10109,44.0
10110,52.0
10111,58.0
10112,71.0
10113,79.0
10114,77.0
10115,71.0
10116,80.0
10117,85.0
10118,96.0
10119,111.0
10120,108.0
10121,122.0
10122,109.0
10123,115.0
10124,103.0
10125,109.0
10126,116.0
10127,125.0
10128,127.0
10129,127.0
10130,123.0
10131,115.0
10132,105.0
10133,90.0
10134,66.0
10135,59.0
10136,39.0
10137,35.0
10138,35.0
10139,26.0
10140,31.0
10141,31.0
10142,34.0
10143,35.0
10144,26.0
10145,28.0
10146,29.0
10147,29.0
10148,29.0
10149,32.0
10150,29.0
10151,25.0
10152,31.0
10153,29.0
10154,26.0
10155,25.0
10156,15.0
10157,20.0
10158,32.0
10159,37.0
10160,37.0
10161,18.0
10162,20.0
10163,13.0
10164,12.0
10165,12.0
10166,12.0
10167,15.0
10168,20.0
10169,16.0
10170,18.0
10171,15.0
10172,8.0
10173,7.0
10174,8.0
10175,12.0
10176,9.0
10177,9.0
10178,11.0
10179,17.0
10180,9.0
10181,11.0
10182,12.0
10183,17.0
10184,20.0
10185,18.0
10186,28.0
10187,16.0
10188,16.0
10189,11.0
10190,19.0
10191,17.0
10192,15.0
10193,14.0
10194,28.0
10195,80.0
10196,87.0
10197,51.0
10198,37.0
10199,9.0
10200,11.0
10201,14.0
10202,11.0
10203,12.0
10204,15.0
10205,29.0
10206,44.0
10207,33.0
10208,22.0
10209,27.0
10210,26.0
10211,18.0
10212,27.0
10213,10.0
10214,16.0
10215,32.0
10216,49.0
10217,40.0
10218,69.0
10219,42.0
10220,20.0
10221,20.0
10222,16.0
10223,9.0
10224,8.0
10225,9.0
10226,10.0
10227,8.0
10228,8.0
10229,9.0
10230,10.0
10231,13.0
10232,13.0
10233,26.0
10234,15.0
10235,19.0
10236,18.0
10237,16.0
10238,15.0
10239,12.0
10240,17.0
10241,9.0
10242,9.0
10243,11.0
10244,37.0
10245,36.0
10246,40.0
10247,43.0
10248,48.0
10249,46.0
10250,45.0
10251,46.0
10252,52.0
10253,69.0
10254,105.0
10255,83.0
10256,51.0
10257,43.0
10258,57.0
10259,57.0
10260,55.0
10261,51.0
10262,46.0
10263,42.0
10264,55.0
10265,58.0
10266,68.0
10267,91.0
10268,89.0
10269,59.0
10270,66.0
10271,69.0
10272,56.0
10273,61.0
10274,62.0
10275,74.0
10276,82.0
10277,77.0
10278,82.0
10279,79.0
10280,91.0
10281,96.0
10282,109.0
10283,106.0
10284,109.0
10285,136.0
10286,133.0
10287,92.0
10288,90.0
10289,92.0
10290,108.0
10291,122.0
10292,130.0
10293,142.0
10294,129.0
10295,55.0
10296,20.0
10297,15.0
10298,14.0
10299,12.0
10300,12.0
10301,24.0
10302,6.0
10303,19.0
10304,13.0
10305,18.0
10306,14.0
10307,16.0
10308,15.0
10309,11.0
10310,12.0
10311,17.0
10312,14.0
10313,10.0
10314,7.0
10315,7.0
10316,7.0
10317,7.0
10318,7.0
10319,7.0
10320,7.0
10321,7.0
10322,9.0
10323,11.0
10324,20.0
10325,14.0
10326,16.0
10327,21.0
10328,17.0
10329,15.0
10330,15.0
10331,19.0
10332,15.0
10333,12.0
10334,22.0
10335,16.0
10336,22.0
10337,9.0
10338,16.0
10339,23.0
10340,46.0
10341,35.0
10342,33.0
10343,33.0
10344,25.0
10345,10.0
10346,11.0
10347,13.0
10348,14.0
10349,18.0
10350,16.0
10351,21.0
10352,19.0
10353,20.0
10354,16.0
10355,17.0
10356,19.0
10357,16.0
10358,21.0
10359,24.0
10360,24.0
10361,16.0
10362,15.0
10363,18.0
10364,14.0
10365,10.0
10366,7.0
10367,7.0
10368,6.0
10369,7.0
10370,7.0
10371,9.0
10372,10.0
10373,19.0
10374,31.0
10375,35.0
10376,34.0
10377,21.0
10378,19.0
10379,15.0
10380,17.0
10381,16.0
10382,24.0
10383,17.0
10384,12.0
10385,12.0
10386,18.0
10387,34.0
10388,35.0
10389,36.0
10390,46.0
10391,66.0
10392,51.0
10393,58.0
10394,79.0
10395,80.0
10396,74.0
10397,72.0
10398,83.0
10399,112.0
10400,61.0
10401,54.0
10402,46.0
10403,36.0
10404,27.0
10405,19.0
10406,26.0
10407,22.0
10408,14.0
10409,9.0
10410,26.0
10411,25.0
10412,38.0
10413,43.0
10414,48.0
10415,48.0
10416,47.0
10417,40.0
10418,40.0
10419,44.0
10420,26.0
10421,26.0
10422,30.0
10423,85.0
10424,92.0
10425,99.0
10426,109.0
10427,92.0
10428,80.0
10429,85.0
10430,95.0
10431,116.0
10432,110.0
10433,108.0
10434,132.0
10435,156.0
10436,166.0
10437,196.0
10438,209.0
10439,263.0
10440,248.0
10441,253.0
10442,258.0
10443,263.0
10444,266.0
10445,274.0
10446,272.0
10447,271.0
10448,250.0
10449,254.0
10450,243.0
10451,241.0
10452,241.0
10453,236.0
10454,225.0
10455,225.0
10456,228.0
10457,272.0
10458,272.0
10459,367.0
10460,416.0
10461,415.0
10462,360.0
10463,379.0
10464,377.0
10465,400.0
10466,368.0
10467,351.0
10468,339.0
10469,320.0
10470,339.0
10471,332.0
10472,318.0
10473,267.0
10474,164.0
10475,42.0
10476,27.0
10477,31.0
10478,25.0
10479,24.0
10480,20.0
10481,16.0
10482,16.0
10483,17.0
10484,13.0
10485,11.0
10486,9.0
10487,8.0
10488,6.0
10489,7.0
10490,9.0
10491,8.0
10492,8.0
10493,8.0
10494,8.0
10495,12.0
10496,21.0
10497,18.0
10498,13.0
10499,25.0
10500,22.0
10501,21.0
10502,23.0
10503,25.0
10504,17.0
10505,12.0
10506,16.0
10507,18.0
10508,17.0
10509,17.0
10510,14.0
10511,16.0
10512,17.0
10513,9.0
10514,9.0
10515,9.0
10516,11.0
10517,14.0
10518,13.0
10519,12.0
10520,16.0
10521,11.0
10522,18.0
10523,21.0
10524,22.0
10525,23.0
10526,16.0
10527,21.0
10528,19.0
10529,19.0
10530,18.0
10531,16.0
10532,14.0
10533,23.0
10534,16.0
10535,18.0
10536,17.0
10537,7.0
10538,7.0
10539,19.0
10540,15.0
10541,23.0
10542,24.0
10543,19.0
10544,33.0
10545,32.0
10546,30.0
10547,26.0
10548,45.0
10549,40.0
10550,37.0
10551,27.0
10552,27.0
10553,44.0
10554,79.0
10555,117.0
10556,70.0
10557,76.0
10558,90.0
10559,105.0
10560,125.0
10561,138.0
10562,128.0
10563,110.0
10564,109.0
10565,105.0
10566,104.0
10567,107.0
10568,101.0
10569,115.0
10570,116.0
10571,132.0
10572,135.0
10573,123.0
10574,112.0
10575,96.0
10576,96.0
10577,90.0
10578,99.0
10579,126.0
10580,126.0
10581,126.0
10582,126.0
10583,126.0
10584,126.0
10585,126.0
10586,126.0
10587,126.0
10588,126.0
10589,126.0
10590,126.0
10591,126.0
10592,126.0
10593,126.0
10594,126.0
10595,126.0
10596,126.0
10597,126.0
10598,126.0
10599,126.0
10600,126.0
10601,126.0
10602,126.0
10603,126.0
10604,126.0
10605,126.0
10606,126.0
10607,126.0
10608,126.0
10609,126.0
10610,126.0
10611,126.0
10612,126.0
10613,126.0
10614,126.0
10615,126.0
10616,126.0
10617,126.0
